date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2010-03-23,6.849322461624146,6.944638010737952,6.802575360668363,6.931888580322266,6.931888580322266,602431200,0.0,0.0
2010-03-24,6.910033955221515,6.987743156264982,6.906087297248419,6.96254825592041,6.96254825592041,597780400,0.0,0.0
2010-03-25,7.009598378051079,7.0111165728014955,6.867839678899461,6.879981994628906,6.879981994628906,542284400,0.0,0.0
2010-03-26,6.949800566388552,7.040865516633613,6.937658248795104,7.008993148803711,7.008993148803711,640875200,0.0,0.0
2010-03-29,7.072738592605415,7.0991469171358235,7.030848408083269,7.054221153259277,7.054221153259277,540744400,0.0,0.0
2010-03-30,7.182013352363759,7.208726440064498,7.110678481742592,7.159246921539307,7.159246921539307,527310000,0.0,0.0
2010-03-31,7.1483223910052,7.182320068725053,7.117056329381381,7.133447647094727,7.133447647094727,430659600,0.0,0.0
2010-04-01,7.206602433770041,7.2466704514330305,7.065147708765567,7.162890911102295,7.162890911102295,603145200,0.0,0.0
2010-04-05,7.132841982629418,7.239995104961027,7.126466860218297,7.2393879890441895,7.2393879890441895,684507600,0.0,0.0
2010-04-06,7.230585259094176,7.2925094618645225,7.194159114423034,7.271261215209961,7.271261215209961,447017200,0.0,0.0
2010-04-07,7.271564053797429,7.343506071435576,7.244547801779183,7.303437232971191,7.303437232971191,628502000,0.0,0.0
2010-04-08,7.298579166334872,7.331969724747368,7.225726891513338,7.283705234527588,7.283705234527588,572989200,0.0,0.0
2010-04-09,7.328631803183449,7.342595468118933,7.299187088929872,7.339559078216553,7.339559078216553,334182800,0.0,0.0
2010-04-12,7.35200342502057,7.378412555905771,7.3401650727116055,7.354735851287842,7.354735851287842,333026400,0.0,0.0
2010-04-13,7.341682887556057,7.370216516889672,7.318915641924486,7.358984470367432,7.358984470367432,306210800,0.0,0.0
2010-04-14,7.445498446877531,7.461586611363008,7.40876915438809,7.457943916320801,7.457943916320801,404076400,0.0,0.0
2010-04-15,7.460675135225842,7.559329427613417,7.45247947710136,7.555990695953369,7.555990695953369,376784800,0.0,0.0
2010-04-16,7.545366039064304,7.623379207390192,7.423338999471382,7.509850978851318,7.509850978851318,750545600,0.0,0.0
2010-04-19,7.498617445194584,7.524722607330556,7.338949273020755,7.499831676483154,7.499831676483154,566924400,0.0,0.0
2010-04-20,7.544454967348891,7.566007171741515,7.375073721604061,7.4245524406433105,7.4245524406433105,738326400,0.0,0.0
2010-04-21,7.855901476617142,7.899916983477994,7.7627111924971235,7.868650913238525,7.868650913238525,982391200,0.0,0.0
2010-04-22,7.838900154016342,8.097221850290707,7.776975152352438,8.088722229003906,8.088722229003906,793424800,0.0,0.0
2010-04-23,8.134863353016879,8.262051307818428,8.104812329281838,8.22107219696045,8.22107219696045,796955600,0.0,0.0
2010-04-26,8.25294836636116,8.270553924751944,8.140937459229226,8.180703163146973,8.180703163146973,479068800,0.0,0.0
2010-04-27,8.113010417938808,8.130312822445191,7.908113991745248,7.954253196716309,7.954253196716309,709343600,0.0,0.0
2010-04-28,7.9909790113479255,8.013744638214677,7.78335026915708,7.940893173217773,7.940893173217773,758402400,0.0,0.0
2010-04-29,7.983998094017086,8.195876681871528,7.953339956606583,8.154594421386719,8.154594421386719,558840800,0.0,0.0
2010-04-30,8.174930291352883,8.213177776806923,7.922680562179335,7.925412178039551,7.925412178039551,542463600,0.0,0.0
2010-05-03,8.008890078446766,8.131525063351361,7.979748514103663,8.085081100463867,8.085081100463867,454342000,0.0,0.0
2010-05-04,7.980052640068756,7.992194146990701,7.793672119431985,7.852256774902344,7.852256774902344,723819600,0.0,0.0
2010-05-05,7.680748674694171,7.8358630861478265,7.55022123286727,7.770599365234375,7.770599365234375,883103200,0.0,0.0
2010-05-06,7.705035373596063,7.839204749181709,6.04825372503552,7.474944114685059,7.474944114685059,1285860800,0.0,0.0
2010-05-07,7.397843547382547,7.484658709930764,6.83627336545628,7.159554958343506,7.159554958343506,1676018400,0.0,0.0
2010-05-10,7.59636435723367,7.729926622197904,7.544153196790758,7.7098917961120605,7.7098917961120605,984306400,0.0,0.0
2010-05-11,7.644626624267273,7.88898545079857,7.603951489180175,7.786689281463623,7.786689281463623,848906800,0.0,0.0
2010-05-12,7.869253424369948,7.987335408767381,7.852862920611655,7.955766201019287,7.955766201019287,654379600,0.0,0.0
2010-05-13,7.990068218414123,8.044100716501035,7.783046584617375,7.842543125152588,7.842543125152588,599712400,0.0,0.0
2010-05-14,7.745405023830477,7.78547385172645,7.573595323863122,7.704729080200195,7.704729080200195,759362800,0.0,0.0
2010-05-17,7.731445860868484,7.77637163607119,7.519263268630106,7.716875076293945,7.716875076293945,762834800,0.0,0.0
2010-05-18,7.8006523377229895,7.848309710634292,7.596665488339783,7.660411834716797,7.660411834716797,782678400,0.0,0.0
2010-05-19,7.573593949004621,7.677408289020458,7.432443213959196,7.538382053375244,7.538382053375244,1025726800,0.0,0.0
2010-05-20,7.342289735163096,7.402090234942565,7.170176867547971,7.217227935791016,7.217227935791016,1282915200,0.0,0.0
2010-05-21,7.06727459484392,7.4218230112463495,7.02265278878468,7.355648994445801,7.355648994445801,1223891200,0.0,0.0
2010-05-24,7.506208691794433,7.61609423132392,7.475246593340932,7.490423679351807,7.490423679351807,754238800,0.0,0.0
2010-05-25,7.265492565990617,7.490423726003217,7.199015404980039,7.4436774253845215,7.4436774253845215,1048006400,0.0,0.0
2010-05-26,7.591202137655001,7.653430288319329,7.399053643723941,7.409981727600098,7.409981727600098,850654000,0.0,0.0
2010-05-27,7.606984783721705,7.706853281219273,7.561755883878621,7.690461158752441,7.690461158752441,666282400,0.0,0.0
2010-05-28,7.873808775162077,7.874111927775829,7.690463047047287,7.797616958618164,7.797616958618164,815614800,0.0,0.0
2010-06-01,7.882915728759028,8.07263498160136,7.860756404602077,7.917520523071289,7.917520523071289,876472800,0.0,0.0
2010-06-02,8.03013575658167,8.038028261066655,7.902340732487257,8.012227058410645,8.012227058410645,688548000,0.0,0.0
2010-06-03,8.049566267897308,8.060798319228535,7.904772748852797,7.987035751342773,7.987035751342773,650106800,0.0,0.0
2010-06-04,7.837988052805402,7.949998067451398,7.729317579942218,7.769689559936523,7.769689559936523,758304400,0.0,0.0
2010-06-07,7.840418432158914,7.86652360423335,7.605469451783212,7.617308616638184,7.617308616638184,886942000,0.0,0.0
2010-06-08,7.687123480340286,7.704122720781221,7.456728329487206,7.568435192108154,7.568435192108154,1000770400,0.0,0.0
2010-06-09,7.633398618223955,7.646452017969688,7.360810009139774,7.38236141204834,7.38236141204834,854630000,0.0,0.0
2010-06-10,7.432139650944273,7.618519294165594,7.352002005386058,7.60425329208374,7.60425329208374,776356000,0.0,0.0
2010-06-11,7.535044348255106,7.705943772140899,7.508939183434243,7.695319652557373,7.695319652557373,545759200,0.0,0.0
2010-06-14,7.769690650877168,7.866522785943819,7.710498075033994,7.718693733215332,7.718693733215332,602960400,0.0,0.0
2010-06-15,7.759978311526338,7.887773377945998,7.755728500011516,7.882916450500488,7.882916450500488,585074000,0.0,0.0
2010-06-16,7.925719311873966,8.127580961931136,7.911452488459549,8.112403869628906,8.112403869628906,783678000,0.0,0.0
2010-06-17,8.214087375139522,8.28390487012215,8.180696822183496,8.252638816833496,8.252638816833496,872855200,0.0,0.0
2010-06-18,8.264175842947349,8.347653062556235,8.238980938619546,8.319421768188477,8.319421768188477,784621600,0.0,0.0
2010-06-21,8.429306328850814,8.469375162624058,8.157324924533665,8.20103645324707,8.20103645324707,776490400,0.0,0.0
2010-06-22,8.261443116631092,8.37709584195887,8.24140910538081,8.312743186950684,8.312743186950684,717262000,0.0,0.0
2010-06-23,8.334903202935108,8.337331666388106,8.132130557452703,8.225320816040039,8.225320816040039,768457200,0.0,0.0
2010-06-24,8.226231734796407,8.293013674464065,8.13820235937266,8.165522575378418,8.165522575378418,714277200,0.0,0.0
2010-06-25,8.197695986932013,8.204070296444277,8.068685928186854,8.095702171325684,8.095702171325684,549942400,0.0,0.0
2010-06-28,8.102688619685468,8.188291175166027,8.029533159519275,8.144275665283203,8.144275665283203,584948000,0.0,0.0
2010-06-29,8.017387326095328,8.025583794751487,7.719300760796401,7.776064872741699,7.776064872741699,1133344800,0.0,0.0
2010-06-30,7.792455642666345,7.830703125152283,7.5890775361181815,7.63521671295166,7.63521671295166,739452000,0.0,0.0
2010-07-01,7.719300654387203,7.734478549311145,7.382966608557497,7.542634010314941,7.542634010314941,1022896000,0.0,0.0
2010-07-02,7.60364667965055,7.61700403697593,7.382358253213393,7.495887279510498,7.495887279510498,693842800,0.0,0.0
2010-07-06,7.61913140780747,7.673770225810051,7.472212580394704,7.547190189361572,7.547190189361572,615235600,0.0,0.0
2010-07-07,7.603647842280901,7.854988942636522,7.58118617680117,7.85195255279541,7.85195255279541,654556000,0.0,0.0
2010-07-08,7.967604405519174,7.9803538357577875,7.737209256330219,7.83434534072876,7.83434534072876,738144400,0.0,0.0
2010-07-09,7.797921086620924,7.889289998924798,7.745406779551931,7.880791187286377,7.880791187286377,433322400,0.0,0.0
2010-07-12,7.8477022980047035,7.948481082039124,7.736299393498806,7.810061931610107,7.810061931610107,562878400,0.0,0.0
2010-07-13,7.7806207516323544,7.783048404941971,7.480407983938719,7.6434149742126465,7.6434149742126465,1190924000,0.0,0.0
2010-07-14,7.569953116203531,7.764831584601436,7.558417107176741,7.6716413497924805,7.6716413497924805,812047600,0.0,0.0
2010-07-15,7.535049683392275,7.80035295053077,7.506819188325291,7.632792949676514,7.632792949676514,824866000,0.0,0.0
2010-07-16,7.685305636497631,7.7396413032519416,7.540512116438319,7.58574104309082,7.58574104309082,1039858400,0.0,0.0
2010-07-19,7.585131618897669,7.585131618897669,7.273081381486069,7.454604148864746,7.454604148864746,1024478000,0.0,0.0
2010-07-20,7.3732518105176315,7.676802374963374,7.285525615525405,7.646143436431885,7.646143436431885,1074950800,0.0,0.0
2010-07-21,8.046835822586615,8.048657170859356,7.710198461148578,7.717483043670654,7.717483043670654,1185671200,0.0,0.0
2010-07-22,7.821900063804061,7.892323868554623,7.749958064418272,7.862576007843018,7.862576007843018,645318800,0.0,0.0
2010-07-23,7.803990487014013,7.903858999023404,7.779402705025076,7.890502452850342,7.890502452850342,533388800,0.0,0.0
2010-07-26,7.892325885505847,7.895361464983657,7.822813141885529,7.8704705238342285,7.8704705238342285,420551600,0.0,0.0
2010-07-27,7.918731424826406,8.038026807127764,7.9014290349462994,8.0161714553833,8.0161714553833,584771600,0.0,0.0
2010-07-28,8.003730299144939,8.074154127816533,7.899915903977436,7.921467304229736,7.921467304229736,519985200,0.0,0.0
2010-07-29,7.913878666443677,7.972767291431801,7.773942089962284,7.834955215454102,7.834955215454102,643806800,0.0,0.0
2010-07-30,7.7675680243368594,7.883219966910214,7.737515379096814,7.808850288391113,7.808850288391113,448210000,0.0,0.0
2010-08-02,7.905683009210267,7.970945946300147,7.8807920662535995,7.948483467102051,7.948483467102051,428055600,0.0,0.0
2010-08-03,7.922984050368457,7.991282555451585,7.874719557291437,7.950910568237305,7.950910568237305,417653600,0.0,0.0
2010-08-04,7.97853446011055,8.022245182021544,7.901736328259885,7.982784271240234,7.982784271240234,420375200,0.0,0.0
2010-08-05,7.9448399407711605,7.9888554365087545,7.909020914646077,7.943929672241211,7.943929672241211,289097200,0.0,0.0
2010-08-06,7.885645072237838,7.9375530593147285,7.820381350326457,7.895055770874023,7.895055770874023,444897600,0.0,0.0
2010-08-09,7.937250974902725,7.957589763032407,7.879273432317369,7.9454474449157715,7.9454474449157715,303128000,0.0,0.0
2010-08-10,7.887774333923766,7.905987814051857,7.8179568040015175,7.874417781829834,7.874417781829834,451920000,0.0,0.0
2010-08-11,7.75269433225207,7.761497108645498,7.583009064022183,7.59454345703125,7.59454345703125,620054400,0.0,0.0
2010-08-12,7.488298509440015,7.682874668060537,7.470996114171076,7.6431097984313965,7.6431097984313965,534920400,0.0,0.0
2010-08-13,7.6388633844395235,7.645844814061775,7.561154147485473,7.561458110809326,7.561458110809326,354869200,0.0,0.0
2010-08-16,7.515314272808038,7.589077622975907,7.48617271586165,7.5171356201171875,7.5171356201171875,318430000,0.0,0.0
2010-08-17,7.591201700559176,7.729317693496183,7.564488608177801,7.64857292175293,7.64857292175293,422640400,0.0,0.0
2010-08-18,7.660411573301719,7.730531417127711,7.6367340586728325,7.681962966918945,7.681962966918945,339696000,0.0,0.0
2010-08-19,7.674981872984917,7.694409578136237,7.548705031775225,7.5851311683654785,7.5851311683654785,426706000,0.0,0.0
2010-08-20,7.570258937029185,7.707767045876949,7.558419771259512,7.577847480773926,7.577847480773926,384230000,0.0,0.0
2010-08-23,7.643110278731205,7.649484589840802,7.444588260161891,7.461282730102539,7.461282730102539,414041600,0.0,0.0
2010-08-24,7.366271947689462,7.37628814332721,7.2442440939644115,7.2830986976623535,7.2830986976623535,602565600,0.0,0.0
2010-08-25,7.225728118205456,7.406341451706634,7.200230060859731,7.372950077056885,7.372950077056885,596867600,0.0,0.0
2010-08-26,7.450657450388498,7.4597641866790365,7.293721675872803,7.293721675872803,7.293721675872803,466505200,0.0,0.0
2010-08-27,7.338347313148014,7.364452490741459,7.150448557539923,7.334400653839111,7.334400653839111,548391200,0.0,0.0
2010-08-30,7.308292895129635,7.459765464383573,7.305864431702879,7.361111164093018,7.361111164093018,383289200,0.0,0.0
2010-08-31,7.341380575861169,7.423643561635606,7.295848506060726,7.379324913024902,7.379324913024902,420786800,0.0,0.0
2010-09-01,7.511978011610469,7.6330948235765,7.475855823388827,7.598793983459473,7.598793983459473,697037600,0.0,0.0
2010-09-02,7.627021599298332,7.654644966125488,7.5453665411266115,7.654644966125488,7.654644966125488,415427600,0.0,0.0
2010-09-03,7.743283574910036,7.855293635032718,7.725374058975754,7.854990482330322,7.854990482330322,520788800,0.0,0.0
2010-09-07,7.790331281425484,7.878057484285609,7.778492929125043,7.825847148895264,7.825847148895264,342557600,0.0,0.0
2010-09-08,7.885649068556529,8.025586471365118,7.865007124291126,7.980964660644531,7.980964660644531,526551200,0.0,0.0
2010-09-09,8.045315770597414,8.09024072529446,7.980963107431493,7.98551607131958,7.98551607131958,438575200,0.0,0.0
2010-09-10,7.989157030925007,8.028922707773395,7.9348213864590615,7.995835304260254,7.995835304260254,387542400,0.0,0.0
2010-09-13,8.06899338661269,8.143667028295392,8.067172849307731,8.106026649475098,8.106026649475098,388780000,0.0,0.0
2010-09-14,8.080827841989077,8.170678528680412,8.059882756836265,8.136984825134277,8.136984825134277,408150400,0.0,0.0
2010-09-15,8.1403273507217,8.207412440426605,8.130309533295279,8.202554702758789,8.202554702758789,429368800,0.0,0.0
2010-09-16,8.203164404344555,8.398346935684712,8.180701111649755,8.39531135559082,8.39531135559082,652103200,0.0,0.0
2010-09-17,8.429305904310096,8.437502372796905,8.30758283541531,8.358882904052734,8.358882904052734,634477200,0.0,0.0
2010-09-20,8.380433721685492,8.614168422398736,8.37345229583354,8.59747314453125,8.59747314453125,658677600,0.0,0.0
2010-09-21,8.616599232938286,8.722538123355573,8.584118936696514,8.613866806030273,8.613866806030273,668074400,0.0,0.0
2010-09-22,8.581691148756997,8.741662557759284,8.572584409294294,8.734681129455566,8.734681129455566,585289600,0.0,0.0
2010-09-23,8.691574581928721,8.88675785857257,8.681557576252741,8.770194053649902,8.770194053649902,786116800,0.0,0.0
2010-09-24,8.866725131148126,8.91013270240859,8.819674864465556,8.87340259552002,8.87340259552002,649488000,0.0,0.0
2010-09-27,8.923792757069506,8.946558388502993,8.833638068236702,8.838191032409668,8.838191032409668,482834800,0.0,0.0
2010-09-28,8.856704894817222,8.856704894817222,8.34765091240706,8.707661628723145,8.707661628723145,1035042400,0.0,0.0
2010-09-29,8.718895673390008,8.797212007670637,8.681559259334445,8.723145484924316,8.723145484924316,469644000,0.0,0.0
2010-09-30,8.772624545371151,8.802979529805368,8.537372402795183,8.613260269165039,8.613260269165039,673391600,0.0,0.0
2010-10-01,8.686113595693461,8.699166185040701,8.540408990917806,8.57592487335205,8.57592487335205,448142800,0.0,0.0
2010-10-04,8.5479958560647,8.587456765339562,8.431735196733877,8.458145141601562,8.458145141601562,435302000,0.0,0.0
2010-10-05,8.560134437691602,8.786278914797034,8.554669586835333,8.770798683166504,8.770798683166504,501967200,0.0,0.0
2010-10-06,8.79053320233669,8.8633854888231,8.659095447655856,8.778390884399414,8.778390884399414,670868800,0.0,0.0
2010-10-07,8.813301236522332,8.817551048568692,8.709183678377181,8.779303550720215,8.779303550720215,408399600,0.0,0.0
2010-10-08,8.854882321579861,8.939572928868412,8.802975959598134,8.926520347595215,8.926520347595215,658403200,0.0,0.0
2010-10-11,8.946862105652915,9.02274915593924,8.94261229466136,8.965681076049805,8.965681076049805,427753200,0.0,0.0
2010-10-12,8.96719848628931,9.091351641542685,8.878561200216064,9.062210083007812,9.062210083007812,558544000,0.0,0.0
2010-10-13,9.11260015605654,9.166024727161382,9.100457839637931,9.11077880859375,9.11077880859375,630092400,0.0,0.0
2010-10-14,9.157828504339259,9.181505209327504,9.11866994158739,9.17664909362793,9.17664909362793,435296400,0.0,0.0
2010-10-15,9.332371230466078,9.561856167560453,9.255573098781738,9.553963661193848,9.553963661193848,922194000,0.0,0.0
2010-10-18,9.667188494027888,9.683275848427177,9.540303711292156,9.652921676635742,9.652921676635742,1093010800,0.0,0.0
2010-10-19,9.209737578649428,9.524519476618352,9.107137421879553,9.394599914550781,9.394599914550781,1232784000,0.0,0.0
2010-10-20,9.379724345073996,9.539088595622749,9.31506853854897,9.426167488098145,9.426167488098145,721624400,0.0,0.0
2010-10-21,9.481717735410575,9.553962897547008,9.31294358867313,9.395509719848633,9.395509719848633,551460000,0.0,0.0
2010-10-22,9.381849161715861,9.411293873837458,9.29776645724772,9.333281517028809,9.333281517028809,372778000,0.0,0.0
2010-10-25,9.382456792099859,9.458646988467859,9.362725123197073,9.37486743927002,9.37486743927002,392462000,0.0,0.0
2010-10-26,9.315071127882296,9.402190243309592,9.278037053646793,9.350890159606934,9.350890159606934,392929600,0.0,0.0
2010-10-27,9.338746581691497,9.407045092811563,9.276518418895407,9.344210624694824,9.344210624694824,399002800,0.0,0.0
2010-10-28,9.347851067364196,9.349369262137436,9.133848828679351,9.265589714050293,9.265589714050293,551051200,0.0,0.0
2010-10-29,9.234932460874834,9.285018307320493,9.132938609694929,9.13627815246582,9.13627815246582,430511200,0.0,0.0
2010-11-01,9.173916067185875,9.27651619618108,9.173308951442085,9.23341178894043,9.23341178894043,423889200,0.0,0.0
2010-11-02,9.31901636207149,9.41584851608377,9.31901636207149,9.390653610229492,9.390653610229492,433930000,0.0,0.0
2010-11-03,9.451666845260004,9.49750368937438,9.36545882114314,9.495075225830078,9.495075225830078,508348400,0.0,0.0
2010-11-04,9.575514891631196,9.719094944264025,9.562765459571683,9.661116600036621,9.661116600036621,642488000,0.0,0.0
2010-11-05,9.652615642761239,9.700576164162847,9.614975278172917,9.626509666442871,9.626509666442871,361253200,0.0,0.0
2010-11-08,9.628636120657259,9.706648474595069,9.61527957304715,9.671740531921387,9.671740531921387,281758400,0.0,0.0
2010-11-09,9.745505396602947,9.753094751200695,9.54668019328817,9.594640731811523,9.594640731811523,383544000,0.0,0.0
2010-11-10,9.6116373370717,9.676293957054385,9.517839967844372,9.653831481933594,9.653831481933594,384227200,0.0,0.0
2010-11-11,9.561851844855642,9.665059875700587,9.539085415143857,9.6119384765625,9.6119384765625,361284000,0.0,0.0
2010-11-12,9.592210191075315,9.60738727584722,9.216718381891342,9.350279808044434,9.350279808044434,795846800,0.0,0.0
2010-11-15,9.363332987866567,9.426471409892823,9.29685502365801,9.320228576660156,9.320228576660156,403606000,0.0,0.0
2010-11-16,9.28016032276867,9.337227590354752,9.085887307617627,9.154793739318848,9.154793739318848,657650000,0.0,0.0
2010-11-17,9.142952338223266,9.22764294290118,9.038530880688239,9.1217041015625,9.1217041015625,479449600,0.0,0.0
2010-11-18,9.264373869688553,9.400061401265946,9.248893634093951,9.362421035766602,9.362421035766602,494491200,0.0,0.0
2010-11-19,9.348459041129656,9.361511625516965,9.265589761031478,9.310818672180176,9.310818672180176,384843200,0.0,0.0
2010-11-22,9.309302750760951,9.512075424194336,9.28471577076305,9.512075424194336,9.512075424194336,393075200,0.0,0.0
2010-11-23,9.423738819104202,9.463201345392765,9.30565763512271,9.371527671813965,9.371527671813965,519447600,0.0,0.0
2010-11-24,9.470786795583658,9.573994833725308,9.463199065900918,9.555781364440918,9.555781364440918,413725200,0.0,0.0
2010-11-26,9.523610679630817,9.643817216311112,9.49932685012148,9.561858177185059,9.561858177185059,237585600,0.0,0.0
2010-11-29,9.577034787403646,9.637137647451699,9.451972139534975,9.618621826171875,9.618621826171875,445785200,0.0,0.0
2010-11-30,9.517538486013772,9.542430239390596,9.436490534976773,9.444990158081055,9.444990158081055,501858000,0.0,0.0
2010-12-01,9.570050361011758,9.645331096765931,9.561854703247363,9.604351997375488,9.604351997375488,461750800,0.0,0.0
2010-12-02,9.638655830076788,9.683277638075873,9.558518143071565,9.657476425170898,9.657476425170898,462837200,0.0,0.0
2010-12-03,9.622868893889187,9.672650768224603,9.602530919925563,9.635921478271484,9.635921478271484,342092800,0.0,0.0
2010-12-06,9.672350481075735,9.784361352650995,9.665672205314392,9.71818733215332,9.71818733215332,448481600,0.0,0.0
